modfiscais,area,inscricao,Name,area_ha,other_name,population,land_tenur,cd_setor,nm_rgi,etnia_nome,TI,cod_imovel,mod_fiscal,num_area,codigo_imo,nome_area,fase_ti,modalidade,undadm_nom,undadm_sig,N_familias,fonte,atingida,reestudo_t,cr,Cod_ibge,Label_N,rotulo,abrv,NOM_BIOMA,nm_uveg,nm_uantr,nm_contat,veg_pretet,nm_pretet,nm_sec1,nm_sec2,leg_sup,legenda_1,legenda_2,legenda,nome_port,SPRAREA,SPRPERIMET,SPRCLASSE,teste_AREA,area_hec,dist_buf,tipo_area,Shape_Leng,_mean,cob23_ha,cob23_pc,uso23_ha,uso23_pc,agrosil_ha,agrosil_pc,aggp_ha,aggp_pc,agfam_ha,agfam_pc,silv_ha,silv_pc,urb_ha,urb_pc,reg8523_ha,reg8523_pc,deg8523_ha,deg8523_pc,sum_area,max_area,std_area,sum_length,mean_frac,np,ed,lpi,tc_edge,desl_area,desl_count,desl_pc,ada_area,ada_pc,pz,Shape_Le_1,parea_med,p_deg,p_reg,p_agro,p_urb,p_ivps,p_cob,p_deslct,p_deslpc,p_adapc,p_parea,imp_amb,imp_amb_n,Shape_Le_2,Shape_Area,cob_pc,p_lpi,p_ed,p_frac,cap_adap,ca_norm,source,total_area_px,forest_1985_px,forest_2023_px,human_1985_px,human_2023_px,regenerated_px,degenerated_px,regeneration_%,degeneration_%,net_forest_change,net_change_%,forest_cover_1985_%,forest_cover_2023_%
0.0,0.0,,,10.8994015065,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,10.901054989,3000.0,TI,1825.21035506,2.07746478873,12.69,116.410751187,0.09,0.82560816445,0.09,0.82560816445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,18.1633796178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1825.21035506,0.0,0.0,0.0031912317,0.00123841225,0.0,0.01704071616,0.37190396938,0.0,0.0,0.0,0.0,0.04918392733,0.03613139028,1825.21035506,109010.564363,99.1743918356,0.0,0.0,0.0,0.0,0.0,,279,164,182,20,2,19,1,95.0,0.6097560975609756,18,10.975609756097562,58.78136200716846,65.23297491039428
0.0,0.0,,,131.184503737,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,131.204317357,3000.0,TI,5329.48144067,2.30169621288,9.0,6.85953037316,143.55,109.409509452,143.55,100.0,140.13,106.80288791,1.89,1.44050137836,1.26,0.96033425224,0.0,0.0,3.15,2.40083563061,135.72,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5329.48144067,0.0,0.025,0.00042181703,0.15,0.0,0.02311430926,0.0,0.0,0.0,0.0,0.0,0.60369249224,0.88459766438,5329.48144067,1312043.16939,0.0,0.0,0.0,0.0,0.0,0.0,,2415,1732,164,103,1671,42,1610,40.77669902912621,92.95612009237875,-1568,-90.5311778290993,71.7184265010352,6.790890269151138
0.0,0.0,,,8.43357530361,,,,431490205001285P,Porto Alegre,Guarani,Pindó Poty - Lami,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,8.44168232807,3000.0,TI,1245.07910788,2.17950445682,9.72,115.142925572,0.27,3.19841459921,0.09,1.06613819974,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.13227639947,0.54,6.39682919842,0.18,2.13227639947,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,84335.7760602,99.9039916247,0.0,1245.07910788,0.0,0.0005330691,0.00112389679,0.0015992073,0.00454174873,0.01980459026,0.36300594525,0.0,0.0,0.05799201565,0.0,0.12634078899,0.15419087407,1245.07910788,84416.8232807,96.8015854008,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,221,134,133,7,8,3,4,42.857142857142854,2.9850746268656714,-1,-0.7462686567164178,60.633484162895925,60.18099547511312
0.0,0.0,,,23.6096880175,,,,431830905000034P,São Gabriel - Caçapava do Sul,Guarani,Jekupe Amba,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,23.609947656,3000.0,TI,2296.01011893,2.32568304421,11.16,47.2682115293,14.94,63.2784122086,0.9,3.81195254269,0.0,0.0,0.0,0.0,0.0,0.0,14.04,59.4664596659,1.8,7.62390508537,7.11,30.1144250872,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2296.01011893,0.0,0.00752860627,0.00133948902,0.00571792881,0.12666355909,0.02376402307,0.13770595422,0.0,0.0,0.0,0.0,0.43062867401,0.61978874649,2296.01011893,236099.47656,36.7215877914,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,567,224,116,140,248,8,116,5.714285714285714,51.78571428571429,-108,-48.214285714285715,39.50617283950617,20.458553791887123
0.0,0.0,,,8120.46630933,,,,430467105000012P,Porto Alegre,Guarani,Acampamento Capivari,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,8131.35940876,10000.0,TI,56601.9862135,2.19941930111,1372.05,16.8735623532,6178.5,75.9836048244,6177.69,75.9736433904,3170.52,38.9912662892,3001.95,36.9181811932,0.0,0.0,0.81,0.00996143399,1868.94,22.9843486931,304.92,3.74992648427,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57858.3790393,0.0,0.00093748162,0.00403825629,0.11396046509,2.121785e-05,0.02034400912,0.09006148191,0.0,0.0,0.0,0.0,0.44716343548,0.64508896428,57858.3790393,78856352.2784,24.0163951756,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,200736,17023,16529,87767,88261,3956,4450,4.507388881926009,26.141103213299655,-494,-2.901956176937085,8.480292523513471,8.234198150805037
0.0,0.0,,,928.262277196,,,,430470505000053P,Carazinho,Kaingang,Carazinho - Acampamento,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,928.429774128,5157.28162796,TI,19660.1637893,1.71404021106,314.73,33.8991713504,739.98,79.7023125088,594.0,63.9789908244,497.79,53.6163330681,34.92,3.76118915755,32.31,3.48006934939,145.98,15.7233216844,106.02,11.4192804835,88.47,9.52899211823,2761734.01771,586957.843827,201553.082163,55790.4281765,0.91404404415,0,60.0911665386,6.32204890648,55790.4281765,0.0,0,0.0,0.0,0.0,29.7462887843,19660.1637893,380267.491386,0.00238224803,0.00200632099,0.09596848624,0.03349067519,0.0071968996,0.07611632809,0.0,0.0,0.0,3.333727e-05,0.4668823227,0.67526128591,19660.1637893,9284297.74128,20.2976874912,0.02120506882,0.11703809116,0.21754753185,0.35579069183,0.56795218954,IBGE Setores Censo 2022,44265,3884,3882,8775,8777,1149,1151,13.094017094017094,29.634397528321315,-2,-0.051493305870236865,8.77442674799503,8.769908505591326
0.0,0.0,,,20.0956464922,,,,,,,,RS-4317509-9B5A0476901D4F359C8657C6B97065A7,1.0055,20.11,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,20.0961782798,3000.0,TI,2273.00308715,2.04765629768,10.89,54.1894077987,12.15,60.4592566349,12.15,60.4592566349,8.37,41.6497101263,3.78,18.8095465086,0.0,0.0,0.0,0.0,1.71,8.50908056344,0.09,0.44784634544,94913.7320423,73892.8345556,31694.2612385,2488.9171815,0.52492946931,0,123.850273761,36.7695954558,2488.9171815,0.0,0,0.0,0.0,0.0,47.2297422529,2273.00308715,60115.3194299,0.00011196159,0.00149501074,0.09068888495,0.0,0.0162333153,0.14827778762,0.0,0.0,0.0,5.27019e-06,0.36325609329,0.51670041539,2273.00308715,200961.782798,39.5407433651,0.12333055527,0.24122014043,0.1249361135,0.4894868092,0.78137261997,CAR,900,147,165,173,155,19,1,10.982658959537572,0.6802721088435374,18,12.244897959183673,16.333333333333332,18.333333333333332
0.0,0.0,,,161.579289113,,,,,,,,,0.0,0.0,,,,,,,,DNIT,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,161.661314387,3000.0,TI,5872.45803463,1.82693527606,165.51,102.380709094,23.22,14.3633621241,23.22,14.3633621241,3.78,2.33822174113,4.05,2.50523757979,15.39,9.51990280319,0.0,0.0,15.3,9.46423085697,14.49,8.96318334101,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5872.45803463,0.0,0.00224079584,0.00166282675,0.02154504319,0.0,0.01025480591,0.32113739204,0.0,0.0,0.0,0.0,0.11724042615,0.14026620015,5872.45803463,1616613.14387,85.6366378759,0.0,0.0,0.0,0.0,0.0,DNIT,3770,2052,2038,207,221,118,132,57.00483091787439,6.432748538011696,-14,-0.682261208576998,54.42970822281167,54.05835543766578
0.0,0.0,,,3832.20655105,,,,430676715000018P,Porto Alegre,Guarani,Pekuruty - Arroio Divisa,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,3834.75352994,10000.0,TI,34666.0242211,2.07621735602,1989.45,51.8794750293,2360.88,61.5653648029,2360.88,61.5653648029,1568.25,40.8957182712,773.01,20.1580099989,7.02,0.18306261263,0.0,0.0,391.41,10.2069141327,1625.58,42.3907296077,2418406.93098,617650.282411,157825.669103,59291.7118904,0.19270323112,0,15.4616747293,1.61066487349,59291.7118904,0.0,0,0.0,3411568.07066,8.8964467619,6.30655114143,34666.0242211,50245.0735372,0.0105976824,0.00179331317,0.0923480472,0.0,0.01700692786,0.14412988199,0.0,0.0,0.00516418685,4.40488e-06,0.38518924428,0.5502608328,34666.0242211,38347535.3922,38.4346351971,0.00540240356,0.03011432463,0.04586443353,0.08138116172,0.12990955088,IBGE Setores Censo 2022,114342,42277,24640,8858,26495,2721,20358,30.717995032738767,48.15384251484259,-17637,-41.717718854223335,36.97416522362737,21.54938692693848
0.0,0.0,,,7322.37839,,,,430730240000006P,Frederico Westphalen,Guarani,Gengibre,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,7322.51331121,10000.0,TI,66602.9613744,1.67300020443,7651.89,104.498137112,580.59,7.92883502323,580.59,7.92883502323,75.42,1.02997422872,505.17,6.89886079451,0.0,0.0,0.0,0.0,147.78,2.01815952692,407.79,5.568989535,67652900.0633,67492171.109,3325953.0104,426534.119555,0.5967910806,0,58.2496884766,92.1707727816,426534.119555,0.0,0,0.0,0.0,0.0,92.3902724907,66602.9613744,67331855.9721,0.00139224738,0.0003545824,0.01189325253,0.0,0.00608527886,0.34526686866,0.0,0.0,0.0,0.00590284541,0.07384648231,0.07386813134,66602.9613744,73225133.1655,92.0711649768,0.30915413798,0.11345148951,0.14203957396,0.56464520145,0.9013487026,IBGE Setores Censo 2022,219450,93138,91448,4537,6227,1197,2887,26.38307251487767,3.099701518177328,-1690,-1.814511799695076,42.44155844155844,41.67145135566188
0.0,0.0,,,143.292992982,,,,,,,,RS-4323002-26DC0C12BC1E4EAD970277D42F34B839,14.3178,143.1784,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,143.43861262,3000.0,TI,5451.75027863,1.58785213803,141.3,98.5090398039,10.17,7.09014108143,10.17,7.09014108143,0.0,0.0,0.9,0.6274461134,9.27,6.46269496803,0.0,0.0,22.05,15.3724297783,9.99,6.96465185875,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5451.75027863,0.0,0.00174116296,0.0027008732,0.01063521162,0.0,0.00377893527,0.34841197094,0.0,0.0,0.0,0.0,0.07104246571,0.06957764123,5451.75027863,1434386.12567,92.9098589186,0.0,0.0,0.0,0.0,0.0,CAR,2832,1799,1704,202,297,32,127,15.841584158415841,7.0594774874930515,-95,-5.28071150639244,63.524011299435024,60.16949152542372
0.0,0.0,,,1200.17521913,,,,430781510000004P,Sobradinho,Guarani,Itauba Guarani,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1200.26554907,5863.87886528,TI,24032.830834,1.94200457913,926.82,77.2179123793,330.48,27.5339069972,330.48,27.5339069972,121.86,10.1527532882,197.91,16.4888511674,10.71,0.89230254157,0.0,0.0,326.52,27.203980007,99.09,8.25567309474,437282.614694,277817.526852,51842.5586054,12465.1220665,0.04816065171,26,10.385303549,2.31463384971,12465.1220665,77712.8052935,27,0.64746343302,81605.8860985,0.67989859545,3.6432155787,24032.830834,10194.4399697,0.00206391827,0.0047796283,0.0413008605,0.0,0.01337160423,0.27174784876,0.00270466321,0.02658223216,0.00039466581,8.9373e-07,0.21588957339,0.29121152309,24032.830834,12002655.4907,72.4660930028,0.00776361759,0.02022720099,0.01146250116,0.03945331974,0.06297972331,IBGE Setores Censo 2022,51606,8396,10164,7897,6129,3254,1486,41.20552108395593,17.69890424011434,1768,21.057646498332538,16.26942603573228,19.69538425764446
0.0,0.0,,,103.227613025,,,,432150105000085P,Torres,Guarani,Nhu'u Porã - Campo Bonito,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,103.439741443,3000.0,TI,5535.06927759,2.3740318466,27.0,26.1021534116,91.53,88.4863000653,90.27,87.2681995727,0.09,0.08700717804,78.57,75.9572664277,11.61,11.223925967,1.26,1.21810049254,26.46,25.5801103434,6.3,6.0905024627,235277.830742,166619.66659,73760.5054458,9559.69735813,1.38652243951,0,92.4180367057,16.1078974427,9559.69735813,0.0,0,0.0,0.0,0.0,22.7454012224,5535.0694099,120632.785627,0.00152262562,0.00449432103,0.13090229936,0.00259455405,0.02507361183,0.04317637476,0.0,0.0,0.0,1.057563e-05,0.51841181945,0.75410775083,5535.0694099,1034397.36429,11.5136999348,0.0540282239,0.18000034328,0.33,0.56402856718,0.90036436322,IBGE Setores Censo 2022,4030,45,375,1451,1121,370,40,25.499655410062026,88.88888888888889,330,733.3333333333333,1.1166253101736971,9.305210918114144
0.0,0.0,,,6599.53437539,,,,432050310000002P,Passo Fundo,Kaingang,Agrovila do INCRA,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,6601.91241031,10000.0,TI,51712.1438136,1.76068078452,1753.74,26.564120985,5745.69,87.0306911529,5735.43,86.8752816387,5390.64,81.6527040192,252.27,3.82116550965,83.07,1.25827176789,10.26,0.15540951413,158.94,2.40748422763,673.38,10.1997717956,15424783.8588,5290909.77243,2298525.44734,273090.205916,1.28958868475,0,41.3653179478,8.01420776829,273090.205916,0.0,0,0.0,0.0,0.0,23.3641146689,51712.1438136,2644542.51142,0.00254994295,0.00042298516,0.13031292246,0.00033102227,0.00846021881,0.04863490818,0.0,0.0,0.0,0.00023184161,0.49836437154,0.72343269095,51712.1438136,66019124.1031,12.9693088472,0.02688081503,0.08056621517,0.30692923089,0.41437626108,0.6614729114,IBGE Setores Censo 2022,159264,27232,21151,60642,66723,1418,7499,2.3383133801655616,27.537455934195066,-6081,-22.330346650998827,17.098653807514566,13.280465139642356
0.0,0.0,,,2309.54297869,,,,430160205000163P,Bagé,Guarani,Bagé,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,2309.54536915,10000.0,TI,41495.9228749,1.87212935805,1651.23,71.49588928,1015.2,43.956703062,863.19,37.3748882152,339.57,14.7028936749,426.51,18.4672709052,42.21,1.82763242341,152.01,6.58181484679,166.14,7.19362356848,632.34,27.3794145136,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41495.9228749,0.0,0.00684485363,0.00126389031,0.05606233232,0.01401926562,0.01147894506,0.21016236352,0.0,0.0,0.0,0.0,0.2829791428,0.39386681211,41495.9228749,23095453.6915,56.043296938,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,97160,26338,21778,4929,9489,1582,6142,32.09575978900385,23.3199179892171,-4560,-17.313387500949197,27.107863318237957,22.414573898723756
0.0,0.0,,,5.61606673908,,,,430190905000028P,Porto Alegre,Guarani,Passo Grande - Yxyry Porã,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,5.62036560078,3000.0,TI,1206.70386684,1.90405405212,6.57,116.896310074,0.09,1.60131931609,0.09,1.60131931609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.60131931609,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1206.70386684,0.0,0.00040032983,0.0,0.00240197897,0.0,0.01234366597,0.36899505256,0.0,0.0,0.0,0.0,0.05215092221,0.0406712572,1206.70386684,56203.6560078,98.3986806839,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,252,105,98,0,7,0,7,0.0,6.666666666666667,-7,-6.666666666666667,41.66666666666667,38.88888888888889
0.0,0.0,,,2553.40059286,,,,430781510000005P,Sobradinho,Guarani,Ka'aguy Poty,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,2553.58057678,10000.0,TI,31138.4520882,1.92693769266,1452.33,56.8742577856,1289.52,50.498504403,1289.52,50.498504403,648.36,25.3902307174,554.76,21.7247893035,86.4,3.38348438211,0.0,0.0,348.39,13.6431958783,416.07,16.2935919776,1382326.51493,299418.603179,48489.1129433,54796.8889937,0.13327836854,113,21.4588446873,1.17254417543,54796.8889937,61697.4748112,21,0.24161162319,228593.924004,0.89518978208,5.41328723871,31138.4520882,11166.8898395,0.00407339799,0.00239705385,0.0757477566,0.0,0.01296349846,0.18563060849,0.00210362694,0.00991959689,0.00051963749,9.7898e-07,0.32329887307,0.45556095621,31138.4520882,25535805.7678,49.501495597,0.0039328832,0.04179486546,0.03172098797,0.07744873663,0.12363218194,IBGE Setores Censo 2022,68210,17265,15287,16981,18959,2584,4562,15.217007243389672,26.42339994207935,-1978,-11.456704315088329,25.311537897668963,22.411669843131506
0.0,0.0,,,48.7133917258,,,,430885410000001P,Marau,Kaingang,Campo do Meio (Re Kuju),,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,48.7353592313,3000.0,TI,3085.77902105,1.71871985445,0.9,1.84670845603,54.99,112.833886663,50.67,100.0,28.71,58.9099997473,21.42,43.9516612535,0.0,0.0,4.32,8.86420058893,0.09,0.1846708456,0.0,0.0,8772.24557286,8772.24557286,0.0,264.881580359,0.36778889182,0,5.43510060328,1.79997556419,264.881580359,0.0,0,0.0,0.0,0.0,1.79997556419,3085.77902105,8772.24557286,0.0,3.244591e-05,0.15,0.01888074725,0.00732365369,0.0,0.0,0.0,0.0,7.6904e-07,0.58217118598,0.85166742004,3085.77902105,487353.592313,0.0,0.00603737906,0.01058581213,0.08753578798,0.10415897918,0.1662700055,IBGE Setores Censo 2022,946,16,14,690,692,0,2,0.0,12.5,-2,-12.5,1.6913319238900635,1.4799154334038054
0.0,0.0,,,2475.82990463,,,,430930805000110P,Porto Alegre,Guarani,Petim/Arasaty,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,2477.79625087,10000.0,TI,22066.5818253,2.00889481042,1843.11,74.3850508028,1012.77,40.8738208254,1009.35,40.7357949487,186.3,7.51877802441,579.15,23.3735925541,189.72,7.65680390118,3.42,0.13802587678,334.17,13.486581065,399.24,16.1127049837,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,64921.6933854,0.26201384976,0.0,22066.5818253,0.0,0.00402817625,0.00236953727,0.06110369242,0.00029399512,0.01518341115,0.2217231719,0.0,0.0,0.00015209313,0.0,0.2626686589,0.36278927482,22066.5818253,24777962.4801,59.1261791745,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,59832,24186,22452,8857,10591,3379,5113,38.15061533250536,21.140329116017533,-1734,-7.169436864301662,40.42318491776975,37.525070196550345
0.0,0.0,,,6574.24713725,,,,430190905000017P,Porto Alegre,Guarani,Passo Grande,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,6579.38664465,10000.0,TI,42061.448297,1.98822533508,3343.05,50.8109673524,3959.64,60.1825096146,3957.93,60.15651935,2150.55,32.6861775444,842.76,12.8090967368,917.19,13.9403572025,1.71,0.02599026463,1076.58,16.3629234478,1393.47,21.1793298564,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3823077.95882,5.81069051408,0.0,42061.448297,0.0,0.00529483246,0.00287489889,0.09023477903,5.535926e-05,0.01462355215,0.14931558894,0.0,0.0,0.00337297489,0.0,0.36739100995,0.52302734621,42061.448297,65793866.4871,39.8174903854,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,157056,52260,38610,35063,48713,7425,21075,21.1761686107863,40.327210103329506,-13650,-26.119402985074625,33.274755501222494,24.5835880195599
0.0,0.0,,,96.0298845873,,,,,,,,RS-4303004-385B73A62873485A956065E98C9A1066,4.8017,96.0342,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,96.0424707132,3000.0,TI,4502.14840256,2.09414455191,33.75,35.1407036381,77.94,81.1515982682,77.94,81.1515982682,0.09,0.09370854303,0.81,0.84337688731,77.04,80.2145128378,0.0,0.0,0.72,0.74966834428,70.29,73.1863721102,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4502.14840256,0.0,0.01829659303,0.00013171367,0.1217273974,0.0,0.01749250875,0.07068150649,0.0,0.0,0.0,0.0,0.49270327901,0.71477052343,4502.14840256,960424.686175,18.8484017318,0.0,0.0,0.0,0.0,0.0,CAR,1500,1296,382,49,963,1,915,2.0408163265306123,70.60185185185185,-914,-70.5246913580247,86.4,25.466666666666665
0.0,0.0,,,1119.92950013,,,,430930805000199P,Porto Alegre,Kaingang,Arroio do Conde,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,1120.8495173,5666.56628624,TI,19908.0263841,2.23182747954,1011.15,90.2128237906,284.76,25.4057298152,254.25,22.683687335,75.24,6.71276552639,111.51,9.94870393205,4.77,0.42557006328,30.51,2.7220424802,615.69,54.9306566579,38.43,3.42864937771,8715530.90516,8689118.38178,584059.968381,48418.4528041,0.37454080132,0,43.2300223824,77.5800878329,48418.4528041,0.0,0,0.0,10160997.8935,90.7216445229,77.8159099029,19814.5095549,8662826.06256,0.00085716234,0.00965109227,0.034025531,0.00579795048,0.02122182582,0.27972851319,0.0,0.0,0.05266187009,0.00075945215,0.23042528213,0.31345294444,19814.5095549,11200191.4725,74.5942701848,0.26021486481,0.08419805426,0.08914277974,0.43355569881,0.69208923695,IBGE Setores Censo 2022,28362,6480,11604,8664,3540,5940,816,68.5595567867036,12.592592592592592,5124,79.07407407407408,22.847471969536702,40.91389887878147
0.0,0.0,,,9197.64476336,,,,431087605000002P,Cruz Alta,Kaingang,Borboleta,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,9198.5510213,10000.0,TI,76642.55686,1.73191703379,1682.55,18.2914678204,7400.25,80.4501707156,7399.53,80.4423433959,6909.75,75.1178091419,445.95,4.84804616474,1.53,0.01663305445,0.72,0.00782731974,1785.06,19.4058824685,1480.32,16.092969388,14655283.141,4617106.76374,1975630.8698,288550.680342,0.85199726909,0,31.3691449527,5.01938484991,288550.680342,0.0,0,0.0,2215226.76203,2.40823446748,15.9321648671,76642.55686,1977950.89133,0.00402324235,0.00340953438,0.12066351509,1.667219e-05,0.00768111606,0.07331185982,0.0,0.0,0.00139792584,0.00017340289,0.46288767445,0.66914898299,76642.55686,91985510.213,19.5498292844,0.01683574467,0.06109691421,0.20278005663,0.28071271551,0.44810447565,IBGE Setores Censo 2022,241224,30840,18520,91678,103998,2950,15270,3.217783983071184,49.5136186770428,-12320,-39.94811932555123,12.784797532583822,7.6775113587371075
0.0,0.0,,,92.0368199308,,,,431142905000001P,Palmeira das Missões,Kaingang,Lajeado do Bugre,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,92.0442311243,3000.0,TI,3984.00047473,2.17658038078,7.65,8.31122157962,96.75,105.112508213,56.79,61.698597844,33.48,36.3738167955,20.88,22.6847459585,0.0,0.0,39.96,43.4139103688,2.16,2.34669785778,2.97,3.22670955444,67933.6411608,20860.8503757,7491.05738131,3832.28048262,0.91893940424,0,41.6352055507,2.26639411518,3832.28048262,0.0,0,0.0,0.0,0.0,7.38054306402,3984.00047473,12219.9745339,0.00080667739,0.00041230524,0.09254789677,0.09247162909,0.01972538794,0.0,0.0,0.0,0.0,1.0713e-06,0.61113821464,0.89599053501,3984.00047473,920442.311243,0.0,0.00760181452,0.08109186863,0.21871265459,0.30740633775,0.49071576803,IBGE Setores Censo 2022,1792,99,79,1190,1210,12,32,1.0084033613445378,32.323232323232325,-20,-20.2020202020202,5.524553571428571,4.408482142857143
0.0,0.0,,,21.0521254114,,,,431240105000076P,Montenegro,Kaingang,Bairro Centenário,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,21.0678640271,3000.0,TI,2395.92146744,2.55080537282,0.0,0.0,24.21,114.91435472,3.15,14.9516818409,0.0,0.0,3.15,14.9516818409,0.0,0.0,21.06,99.962672879,0.0,0.0,6.66,31.6121273207,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2395.92146744,0.0,0.00790303183,0.0,0.02242752276,0.21292049323,0.02986174745,0.0,0.0,0.0,0.0,0.0,0.67911279528,1.0,2395.92146744,210678.640271,0.0,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,729,15,0,313,328,0,15,0.0,100.0,-15,-100.0,2.05761316872428,0.0
0.0,0.0,,,8189.57789575,,,,430350922000003P,Camaquã,Guarani,Guavirá Poty - Três Bicos,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,8193.08841399,10000.0,TI,53960.3369407,1.71152369484,5561.91,67.8853897207,3984.84,48.6366043993,3984.66,48.6344074256,897.48,10.9541110098,1494.99,18.2469653012,1587.96,19.381702232,0.18,0.00219697373,719.82,8.78569793987,2975.31,36.3148772436,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53960.3369407,0.0,0.00907871931,0.00154361128,0.07295161114,4.67955e-06,0.00712873656,0.1926127335,0.0,0.0,0.0,0.0,0.30100740177,0.42145226468,53960.3369407,81930884.1399,51.3633956007,0.0,0.0,0.0,0.0,0.0,IBGE Setores Censo 2022,181222,92930,66772,15913,42071,6275,32433,39.433167850185384,34.90046271387065,-26158,-28.14806843860971,51.27964595909988,36.84541611945569
