ti_id,pop_part_final,IR_municipal_corrigido,IR_global
40,90.0,1.0,0.016462376111661292
41,57.0,1.0,0.010426171537385485
42,166.5932930072774,2.787527764911113,0.030472460524066595
43,1493.6730176495132,0.5051312200370353,0.27321563338207094
44,7.831758025672099,0.002648548537596246,0.0014325482914903996
45,751.4491388539243,0.1846312745522071,0.13745153725108103
46,17.48666216219445,0.9203506148784434,0.00319857788279557
47,14.938214057412429,0.1009338787663002,0.002732427758329214
48,114.60024308365142,0.8364981246981855,0.02096213671256534
49,19.0,1.0,0.0034753905124618283
50,93.03395953831408,0.3040325475108303,0.01701733370085339
51,5.768587026542473,0.04403501546978987,0.0010551627695976895
52,102.70838930436803,0.9337126300397093,0.018786934828349294
53,83.62403147063286,0.6383513852720065,0.015296113978255095
54,24.34346553861825,0.97373862154473,0.004452792061755544
55,92.74358190134177,0.4637179095067088,0.01696421919113946
56,3.882852741700607,0.028341990815332896,0.0007102331357785625
57,8.236856563623354,0.05968736640306778,0.001506647008090818
58,260.86114518423636,0.7186257443091911,0.04771549205490645
59,30.198919258698453,0.053260880526805034,0.005523844077804284
60,61.0,1.0,0.011157832697903766
61,152.96875738636285,0.581630256221912,0.027980324638086352
62,52.60266288137955,0.38964935467688555,0.009621831342535499
63,21.62132734611871,1.0210200868130752,0.003954871364501708
64,44.999997294746755,0.9999999398832612,0.008231187560998464
65,0.7590489504464606,0.03162703960193586,0.00013884165899345988
66,149.00040999723345,1.0000070785028106,0.027254453224068827
67,1.4559538632920475,0.0055359462482587355,0.000266316223319333
68,2.2156375490608884,0.010601136598377456,0.0004052739851084416
69,2.004559615312964,0.009591194331640976,0.0003666646036169899
70,79.08140302727314,1.0003094808609858,0.014465197778587116
71,33.0,1.0,0.006036204574275807
72,69.83776366229638,0.12317065901639573,0.012774394802289278
73,1.5572797180969715,0.00592121565816339,0.0002848502714486024
74,3.0329054109209066,0.02352697184240774,0.0005547647731741401
75,1.5570025353396901,0.00592016173132962,0.0002847995704841354
76,3.1720179521107528,0.012060904760877386,0.0005802105840065425
77,0.29001632372996194,0.002116907472481474,5.304841999737726e-05
78,105.0,1.0,0.01920610546360484
79,68.35016267219693,0.023114698232058483,0.0125022898355882
80,129.0,1.0,0.02359607242671452
81,294.8195744361551,0.16643872271405402,0.05392700799386565
82,0.6565342011886447,0.026261368047545787,0.00012009014389040637
83,212.96604046168588,0.6959674524891696,0.038954745078795
84,34.23481600823264,0.3260458667450728,0.006262071302678318
85,94.07945156498648,1.3013108604463133,0.017208570178240325
86,83.71535785176322,1.042335984087135,0.015312818969756038
87,96.18465060625053,0.8691538061196973,0.01759364327165363
88,5.0,1.0,0.0009145764506478496
89,1241.0,2.0,0.22699787505079627
90,25.531131828230098,0.6072504754933193,0.004670034385697006
91,221.02373469702306,0.7441221390364656,0.04042862055762706
92,581.4542014141647,0.9014793820374646,0.10635686394872931
93,244.0,2.0,0.04463133079161506
94,729.0,3.0,0.13334524650445648
95,2222.1937740911662,3.939167625037602,0.4064732189120096
96,1356.2672442644018,4.055159702543714,0.24808201647785533
97,59.93885225544282,1.1767409198825014,0.01096373255033775
98,134.96064961439117,1.1072714620083248,0.02468636638029159
99,182.0,1.0,0.03329058280358173
100,75.00931407865308,0.5068196897206289,0.01372035044711686
101,0.14562126678360898,0.007664277199137315,2.663635626275934e-05
102,419.8408811825712,0.4547187732575635,0.0767953165897643
103,435.97446821117836,1.6761274206227392,0.07974639634193265
104,369.4585837445366,2.000155084120574,0.06757962403649191
105,31.0,1.0,0.005670373994016668
106,0.14665474842865825,0.007718670969929381,2.6825395857707113e-05
107,65.0,1.0,0.011889493858422044
108,7.2916106956319835,0.06628736996029076,0.0013337470859033993
109,41.607381502824694,0.31761359925820376,0.00761062625912088
110,605.526536431717,0.9690325529418017,0.1107600620925611
111,0.3585262294732922,0.0005736419671572675,6.557992928316801e-05
112,0.6802923160856178,0.0010884677057369885,0.00012443586636971785
113,18.466455993742297,0.029546329589987676,0.0033777971557603075
114,32.0,1.0,0.005853289284146237
115,23.0,1.0,0.004207051672980108
116,8.267553220008518,0.03459227288706493,0.001512261895899518
