Ano,degeneration_%_ex,degeneration_%_se,vulnerability_index_pred
Ano +1,0.4538597577079844,0.14107178428855321,0.3154959377515857
Ano +2,0.46682717935678403,0.14383789770597583,0.31943981109950326
Ano +3,0.48411707488851674,0.14660401112339844,0.32436295861352493
Ano +4,0.49708449653731623,0.14937012454082108,0.3283068319614425
Ano +5,0.5100519181861158,0.1521362379582437,0.3322507053093601
